notation;prefLabel
LC00971;Linguagem e Literatura - Literatura portuguesa - História e crítica
LC00972;Linguagem e Literatura - Literatura portuguesa - Autores e obras individuais até 1500
LC00973;Linguagem e Literatura - Literatura portuguesa - Autores e obras individuais
LC00974;Linguagem e Literatura - Literatura portuguesa - Autores individuais
LC00975;Linguagem e Literatura - Literatura portuguesa - Autores individuais
LC00976;Linguagem e Literatura - Literatura portuguesa - Autores individuais
LC00977;Linguagem e Literatura - Literatura portuguesa - Provincial
LC00978;Linguagem e Literatura - Literatura romana
LC00979;Linguagem e Literatura - Literatura romana - Coleções
LC00980;Linguagem e Literatura - Literatura romana - Crítica
LC00981;Linguagem e Literatura - Literatura romana - Autores individuais
LC00982;Linguagem e Literatura - Literatura romana - História literária
LC00983;Linguagem e Literatura - Literatura romana - Traduções
LC00984;Linguagem e Literatura - Romance - Catalão
LC00985;Linguagem e Literatura - Romance - Francês
LC00986;Linguagem e Literatura - Romance - Geral
LC00987;Linguagem e Literatura - Romance - Italiano
LC00988;Linguagem e Literatura - Romance - Português
LC00989;Linguagem e Literatura - Romance - Reto-Românicas
LC00990;Linguagem e Literatura - Romance - Romena
LC00991;Linguagem e Literatura - Romance - Sardenho
LC00992;Linguagem e Literatura - Romance - Espanhol
LC00993;Linguagem e Literatura - Romance
LC00994;Linguagem e Literatura - Línguas românicas
LC00995;Linguagem e Literatura - Literatura escandinava
LC00996;Linguagem e Literatura - Literatura escandinava - Geral
LC00997;Linguagem e Literatura - Línguas eslavas. Línguas bálticas. Línguas albanesas
LC00998;Linguagem e Literatura - Línguas eslavas. Línguas bálticas. Línguas albanesas - Albanês
LC00999;Linguagem e Literatura - Línguas eslavas. Línguas bálticas. Línguas albanesas - Báltico
LC01000;Linguagem e Literatura - Línguas eslavas. Línguas bálticas. Línguas albanesas - Eslavo
LC01001;Linguagem e Literatura - Literatura espanhola
LC01002;Linguagem e Literatura - Literatura espanhola - Coleções
LC01003;Linguagem e Literatura - Literatura espanhola - História e crítica
LC01004;Linguagem e Literatura - Literatura espanhola - Autores e obras individuais até 1700
LC01005;Linguagem e Literatura - Literatura espanhola - Autores individuais
LC01006;Linguagem e Literatura - Literatura espanhola - Autores individuais
LC01007;Linguagem e Literatura - Literatura espanhola - Autores individuais
LC01008;Linguagem e Literatura - Literatura espanhola - Autores individuais
LC01009;Linguagem e Literatura - Literatura espanhola - Provincial
LC01010;Linguagem e Literatura - Literatura sueca
LC01011;Linguagem e Literatura - Literatura sueca - Coleções
LC01012;Linguagem e Literatura - Literatura sueca - Literatura popular
LC01013;Linguagem e Literatura - Literatura sueca - Autores ou obras individuais
LC01014;Linguagem e Literatura - Literatura sueca - Literatura juvenil (Geral)
LC01015;Linguagem e Literatura - Literatura sueca - História literária e crítica
LC01016;Linguagem e Literatura - Literatura sueca - Provincial
LC01017;Linguagem e Literatura - Línguas ural-altaicas
LC01018;Linguagem e Literatura - Línguas ural-altaicas - Basco
LC01019;Linguagem e Literatura - Línguas ural-altaicas - Fino. Fino-Báltica
LC01020;Linguagem e Literatura - Línguas ural-altaicas - Finlandês
LC01021;Linguagem e Literatura - Línguas ural-altaicas - Geral
LC01022;Linguagem e Literatura - Línguas ural-altaicas - Húngaro
LC01023;Linguagem e Literatura - Línguas ural-altaicas - Outras línguas e dialetos finlandeses
LC01024;Linguagem e Literatura - Línguas ural-altaicas - Línguas samoiedas
LC01025;Linguagem e Literatura - Línguas ural-altaicas - Línguas úgricas
LC01026;Linguagem e Literatura - Línguas germânicas ocidentais
LC01027;Linguagem e Literatura - Línguas germânicas ocidentais - Holandês
LC01028;Linguagem e Literatura - Línguas germânicas ocidentais - Flamengo
LC01029;Linguagem e Literatura - Línguas germânicas ocidentais - Frisão
LC01030;Linguagem e Literatura - Línguas germânicas ocidentais - Alemão
LC01031;Direito
LC01032;Direito - Línguas germânicas ocidentais
LC01033;Direito - América. América do Norte
LC01034;Direito - América. América do Norte - Bermudas
LC01035;Direito - América. América do Norte - Groenlândia
LC01036;Direito - América. América do Norte - Organização dos Estados Americanos (OEA)
LC01037;Direito - América. América do Norte - São Pedro e Miquelão
LC01038;Direito - Ásia e Eurásia
LC01039;Direito - Ásia e Eurásia
LC01040;Direito - Ásia e Eurásia
LC01041;Direito - Ásia e Eurásia
LC01042;Direito - Ásia e Eurásia
LC01043;Direito - Ásia e Eurásia
LC01044;Direito - Ásia e Eurásia
LC01045;Direito - Europa
LC01046;Direito - Europa - Albânia
LC01047;Direito - Europa - Andorra
LC01048;Direito - Europa - Áustria
LC01049;Direito - Europa - Bélgica
LC01050;Direito - Europa - Bulgária
LC01051;Direito - Europa - Chipre
LC01052;Direito - Europa - Checoslováquia
LC01053;Direito - Europa - Dinamarca
LC01054;Direito - Europa - Estônia
LC01055;Direito - Europa - Finlândia
LC01056;Direito - Europa - França
LC01057;Direito - Europa - Lei germânica
LC01058;Direito - Europa - Alemanha
LC01059;Direito - Europa - Grécia
LC01060;Direito - Europa - História do Direito
LC01061;Direito - Europa - Hungria
LC01062;Direito - Europa - Islândia
LC01063;Direito - Europa - Itália
LC01064;Direito - Europa - Letônia
LC01065;Direito - Europa - Liechtenstein
LC01066;Direito - Europa - Lituânia
LC01067;Direito - Europa - Luxemburgo
LC01068;Direito - Europa - Malta
LC01069;Direito - Europa - Mônaco
LC01070;Direito - Europa - Países Baixos
LC01071;Direito - Europa - Noruega
LC01072;Direito - Europa - Polônia
LC01073;Direito - Europa - Portugal
LC01074;Direito - Europa - Direito regional comparativo e uniforme
LC01075;Direito - Europa - Organização e integração regional. Lei comparativa
LC01076;Direito - Europa - Lei Romana
LC01077;Direito - Europa - Romênia
LC01078;Direito - Europa - San Marino
LC01079;Direito - Europa - Espanha
LC01080;Direito - Europa - Suécia
LC01081;Direito - Europa - Suíça
LC01082;Direito - Europa - Peru
LC01083;Direito - Europa - Ucrânia (1991-)
LC01084;Direito - Europa - Iugoslávia
LC01085;Direito - Lei judaica. Halakah
LC01086;Direito - Lei judaica. Halakah - Mishpat Ivri
LC01087;Direito - História do Direito Canônico
LC01088;Direito - História do Direito Canônico - Anuais. Annuaires. Anuários
LC01089;Direito - História do Direito Canônico - Ciências auxiliares
LC01090;Direito - História do Direito Canônico - Bibliografia
LC01091;Direito - História do Direito Canônico - Direito canônico e outras disciplinas ou assuntos
LC01092;Direito - História do Direito Canônico - Jurisprudência canônica. Ciência canônica
LC01093;Direito - História do Direito Canônico - Relações entre igreja e estado. Derelibus interecclesiam et status. Ius publicum ecclesiae
LC01094;Direito - História do Direito Canônico - Propriedade da Igreja. Economia e finanças da Igreja.
LC01095;Direito - História do Direito Canônico - Biografia coletiva de canonistas ou juristas
LC01096;Direito - História do Direito Canônico - Conferências. Simpósio
LC01097;Direito - História do Direito Canônico - Constituição da Igreja
LC01098;Direito - História do Direito Canônico - Decisões de tribunais e tribunais eclesiásticos e materiais relacionados
LC01099;Direito - História do Direito Canônico - Diretórios
LC01100;Direito - História do Direito Canônico - Enciclopédias. Dicionários jurídicos. Termos e frases. Vocabulário
LC01101;Direito - História do Direito Canônico - Formulários. Cláusulas e formulários. Formularia
LC01102;Direito - História do Direito Canônico - Conceitos e princípios gerais
LC01103;Direito - História do Direito Canônico - Obras gerais
LC01104;Direito - História do Direito Canônico - Influência de outros sistemas jurídicos no direito canônico
LC01105;Direito - História do Direito Canônico - Judiciário. Tribunais e procedimentos eclesiásticos. De processibus
LC01106;Direito - História do Direito Canônico - Reforma da lei e políticas. Crítica
LC01107;Direito - História do Direito Canônico - Educação jurídica. Estudo e ensino
LC01108;Direito - História do Direito Canônico - Pesquisa legal. Bibliografia jurídica. Métodos de pesquisa bibliográfica
LC01109;Direito - História do Direito Canônico - Série monográfica
LC01110;Direito - História do Direito Canônico - Atos oficiais da Santa Sé
LC01111;Direito - História do Direito Canônico - Outros atos de adoração divina. De ceteris actibus Cultus Divini
LC01112;Direito - História do Direito Canônico - Direito Penal (Criminal). De lege poenali
LC01113;Direito - História do Direito Canônico - Proverbia. Máximas legais. Brocardica juris. Regulae Juris
LC01114;Direito - História do Direito Canônico - Sacramentals. Sacramentalia
LC01115;Direito - História do Direito Canônico - Sacramentos. Administração de sacramentos. De sacramentis et Administratione
LC01116;Direito - História do Direito Canônico - Trabalho social da Igreja. Bem-estar público. Cáritas
LC01117;Direito - História do Direito Canônico - Sociedades. Associações. Academias
LC01118;Direito - História do Direito Canônico - Fontes
LC01119;Direito - História do Direito Canônico - O ofício de ensino da igreja. Magistério. De ecclesiae munere docendi
LC01120;Direito - História do Direito Canônico - Ensaios
LC01121;Direito - Lei islâmica. Shar?ah. Fiqh
LC01122;Direito - América Latina (Geral)
LC01123;Direito - Direito em geral. Direito comparativo e uniforme. Jurisprudência
LC01124;Direito - Lei do Canadá
LC01125;Direito - Lei das nações
LC01126;Direito - Lei da Igreja Católica Romana. Santa Sé
LC01127;Direito - Lei do mar
LC01128;Direito - Lei do Reino Unido e Irlanda
LC01129;Direito - Lei dos Estados Unidos
LC01130;Direito - México e América Central (Geral)
LC01131;Direito - Direito religioso em geral. Lei religiosa comparada. Jurisprudência
LC01132;Direito - América do Sul (Geral)
LC01133;Direito - Lei do espaço. Lei do espaço sideral
LC01134;Direito - Índias Ocidentais. Área caribenha
LC01135;Medicina
LC01136;Medicina - Índias Ocidentais. Área caribenha
LC01137;Medicina - Medicina Botânica
LC01138;Medicina - Odontologia
LC01139;Medicina - Odontologia - Odontologia Operatória. Odontologia restauradora
LC01140;Medicina - Odontologia - Anatomia e fisiologia oral e dentária
LC01141;Medicina - Odontologia - Medicina oral e dentária. Patologia. Doenças
LC01142;Medicina - Odontologia - Cirurgia oral
LC01143;Medicina - Odontologia - Ortodontia
LC01144;Medicina - Odontologia - Prática de Odontologia. Economia dentária
LC01145;Medicina - Odontologia - Odontologia preventiva
LC01146;Medicina - Odontologia - Odontologia protética. Prótese Dentária
LC01147;Medicina - Dermatologia
LC01148;Medicina - Dermatologia - Atrofias. Hipertrofias
LC01149;Medicina - Dermatologia - Cuidado e higiene
LC01150;Medicina - Dermatologia - Úlcera crônica da pele. Escaras
LC01151;Medicina - Dermatologia - Desordens congênitas da pele. Nevi. Toupeiras
LC01152;Medicina - Dermatologia - Doenças causadas por parasitas
LC01153;Medicina - Dermatologia - Doenças devido a distúrbios psicossomáticos e nervosos.
LC01154;Medicina - Dermatologia - Doenças das glândulas
LC01155;Medicina - Dermatologia - Hiperemias
LC01156;Medicina - Dermatologia - Anatomia patológica
LC01157;Medicina - Dermatologia - Pigmentações. Albinismo
LC01158;Medicina - Dermatologia - Terapêutica
LC01159;Medicina - Ginecologia e Obstetrícia
LC01160;Medicina - Ginecologia e Obstetrícia - Anormalidades e doenças dos órgãos genitais femininos
LC01161;Medicina - Ginecologia e Obstetrícia - Concepção. Inseminação artificial. Contracepção
LC01162;Medicina - Ginecologia e Obstetrícia - Doenças da mama
LC01163;Medicina - Ginecologia e Obstetrícia - Distúrbios funcionais e sistêmicos. Ginecologia endócrina
LC01164;Medicina - Ginecologia e Obstetrícia - Obstetrícia
LC01165;Medicina - Ginecologia e Obstetrícia - Ginecologia operatória
LC01166;Medicina - Ginecologia e Obstetrícia - Esterilização de mulheres
LC01167;Medicina - Ginecologia e Obstetrícia - Uroginecologia e urologia obstétrica. Cirurgia uroginecológica
LC01168;Medicina - Homeopatia
LC01169;Medicina - Homeopatia - Doenças
LC01170;Medicina - Homeopatia - Materia Medica and Therapeutics
LC01171;Medicina - Medicina Interna
LC01172;Medicina - Medicina Interna - Doenças constitucionais (geral)
LC01173;Medicina - Medicina Interna - Doença devido a agentes físicos e químicos
LC01174;Medicina - Medicina Interna - Exame. Diagnóstico
LC01175;Medicina - Medicina Interna - Doenças infecciosas e parasitárias
LC01176;Medicina - Medicina Interna - Emergências médicas. Cuidados intensivos. Tratamento intensivo. Primeiros socorros
LC01177;Medicina - Medicina Interna - Neoplasias. Tumores. Oncologia
LC01178;Medicina - Medicina Interna - Neurociências. Psiquiatria biológica. Neuropsiquiatria
LC01179;Medicina - Medicina Interna - Remédio popular
LC01180;Medicina - Medicina Interna - Medicina psicossomática
LC01181;Medicina - Medicina Interna - Situações e condições especiais
LC01182;Medicina - Medicina Interna - Especialidades de medicina interna
LC01183;Medicina - Medicina Interna - Tuberculose
LC01184;Medicina - Medicina (Geral)
LC01185;Medicina - Medicina (Geral) - Engenharia Biomédica. Eletrônicos. Instrumentação
LC01186;Medicina - Medicina (Geral) - Aplicações informáticas à medicina. Informática médica
LC01187;Medicina - Medicina (Geral) - Diretórios
LC01188;Medicina - Medicina (Geral) - Obras gerais
LC01189;Medicina - Medicina (Geral) - História da medicina. Expedições médicas
LC01190;Medicina - Medicina (Geral) - Educação médica. Escolas médicas. Pesquisa
LC01191;Medicina - Medicina (Geral) - Pessoal médico e o público. Médico e o público
LC01192;Medicina - Medicina (Geral) - Filosofia médica. Ética Médica
LC01193;Medicina - Medicina (Geral) - Física médica. Radiologia médica. Medicina nuclear
LC01194;Medicina - Medicina (Geral) - Registros médicos
LC01195;Medicina - Medicina (Geral) - Tecnologia médica
LC01196;Medicina - Medicina (Geral) - Medicina e doença em relação à psicologia. Cuidado terminal. Morrendo
LC01197;Medicina - Medicina (Geral) - Medicina e humanidades. Medicina e doença em relação à história
LC01198;Medicina - Medicina (Geral) - Medicina como profissão. Médicos
LC01199;Medicina - Medicina (Geral) - Medicina missionária. Missionários médicos
LC01200;Medicina - Medicina (Geral) - Prática de medicina. Economia da prática médica
LC01201;Medicina - Enfermagem
LC01202;Medicina - Enfermagem - Especialidades em enfermagem
LC01203;Medicina - Oftalmologia
LC01204;Medicina - Oftalmologia - Olhos artificiais e outras próteses
LC01205;Medicina - Oftalmologia - Testes de visão de cores
LC01206;Medicina - Oftalmologia - Exame. Diagnóstico
LC01207;Medicina - Oftalmologia - Bancos de olhos
LC01208;Medicina - Oftalmologia - Cirurgia ocular
LC01209;Medicina - Oftalmologia - Terapêutica ocular
LC01210;Medicina - Oftalmologia - Enfermagem oftálmica
LC01211;Medicina - Oftalmologia - Optometria. Ópticos. Óculos
LC01212;Medicina - Oftalmologia - Doenças específicas do olho
LC01213;Medicina - Oftalmologia - Refração e erros de refração e acomodação
LC01214;Medicina - Outros sistemas de Medicina
LC01215;Medicina - Outros sistemas de Medicina - Quiropraxia
LC01216;Medicina - Outros sistemas de Medicina - Cura mental
LC01217;Medicina - Outros sistemas de Medicina - Sistemas e tratamentos diversos
LC01218;Medicina - Outros sistemas de Medicina - Osteomagnético
LC01219;Medicina - Outros sistemas de Medicina - Osteopatia
LC01220;Medicina - Otorrinolaringologia
LC01221;Medicina - Otorrinolaringologia - Laringologia. Doenças da garganta
LC01222;Medicina - Otorrinolaringologia - Otologia. Doenças do ouvido
LC01223;Medicina - Otorrinolaringologia - Rinologia. Doenças do nariz
LC01224;Medicina - Patologia
LC01225;Medicina - Patologia - Patologia clínica. Técnica de laboratório
LC01226;Medicina - Patologia - Obras gerais
LC01227;Medicina - Patologia - Manifestações de doença
LC01228;Medicina - Patologia - Anatomia patológica e histologia
LC01229;Medicina - Patologia - Exame pós-morte. Autópsias
LC01230;Medicina - Patologia - Teorias da doença. Etiologia. Patogênese
LC01231;Medicina - Pediatria
LC01232;Medicina - Pediatria - Saúde infantil. Serviços de saúde infantil
LC01233;Medicina - Pediatria - Doenças de crianças e adolescentes
LC01234;Medicina - Pediatria - Exame. Diagnóstico
LC01235;Medicina - Pediatria - Aspectos genéticos
LC01236;Medicina - Pediatria - Cuidados hospitalares
LC01237;Medicina - Pediatria - Imunização de crianças (geral)
LC01238;Medicina - Pediatria - Morbidade e mortalidade infantil e neonatal
LC01239;Medicina - Pediatria - Bebês recém-nascidos
LC01240;Medicina - Pediatria - Enfermagem de crianças. Enfermagem pediátrica
LC01241;Medicina - Pediatria - Nutrição e alimentação de crianças e adolescentes
LC01242;Medicina - Pediatria - Fisiologia de crianças e adolescentes
LC01243;Medicina - Pediatria - Bebês prematuros
LC01244;Medicina - Pediatria - Suposta influência pré-natal. Cultura pré-natal. Estirpicultura
LC01245;Medicina - Pediatria - Terapêutica
LC01246;Medicina - Farmácia e matéria médica
LC01247;Medicina - Farmácia e matéria médica - Dispensatórios
LC01248;Medicina - Farmácia e matéria médica - Formulários. Receitas coletadas
LC01249;Medicina - Farmácia e matéria médica - Farmacognosia. Substâncias farmacêuticas (vegetais
LC01250;Medicina - Farmácia e matéria médica - Farmacopeias
LC01251;Medicina - Aspectos públicos da Medicina
LC01252;Medicina - Aspectos públicos da Medicina - Medicina forense. Jurisprudência médica. Medicina legal
LC01253;Medicina - Aspectos públicos da Medicina - Centros médicos. Hospitais. Dispensários. Clínicas
LC01254;Medicina - Aspectos públicos da Medicina - Geografia Médica. Climatologia. Meteorologia
LC01255;Medicina - Aspectos públicos da Medicina - Aspectos públicos da medicina
LC01256;Medicina - Aspectos públicos da Medicina - Saúde pública. Higiene. Medicina preventiva
LC01257;Medicina - Aspectos públicos da Medicina - Toxicologia. Venenos
LC01258;Medicina - Cirurgia
LC01259;Medicina - Cirurgia - Anestesiologia
LC01260;Medicina - Cirurgia - Assepsia e antissepsia. Esterilização (cirúrgica)
LC01261;Medicina - Cirurgia - Doenças do aparelho locomotor (tratamento cirúrgico)
LC01262;Medicina - Cirurgia - Cirurgia de emergência. Feridas e ferimentos
LC01263;Medicina - Cirurgia - Fraturas (Geral)
LC01264;Medicina - Cirurgia - Obras gerais
LC01265;Medicina - Cirurgia - Cirurgia militar e naval
LC01266;Medicina - Cirurgia - Neoplasias. Tumores. Oncologia
LC01267;Medicina - Cirurgia - Salas de operação e teatros. Instrumentos
LC01268;Medicina - Cirurgia - Cirurgia operatória. Técnica de operações cirúrgicas
LC01269;Medicina - Cirurgia - Cirurgia ortopédica
LC01270;Medicina - Cirurgia - Cirurgia plástica. Cirurgia reparadora
LC01271;Medicina - Cirurgia - Prótese. Órgãos artificiais
LC01272;Medicina - Cirurgia - Processos reparadores após as operações (fisiológicos)
LC01273;Medicina - Cirurgia - Cirurgia por região
LC01274;Medicina - Cirurgia - Cirurgia na infância
LC01275;Medicina - Cirurgia - Complicações cirúrgicas
LC01276;Medicina - Cirurgia - Enfermagem cirúrgica
LC01277;Medicina - Cirurgia - Patologia cirúrgica
LC01278;Medicina - Cirurgia - Choque cirúrgico. Choque traumático
LC01279;Medicina - Cirurgia - Terapêutica cirúrgica. Cuidados pré e pós-operatórios
LC01280;Medicina - Cirurgia - Transplante de órgãos
LC01281;Medicina - Farmacologia Terapêutica
LC01282;Medicina - Farmacologia Terapêutica - Administração de medicamentos e outros agentes terapêuticos
LC01283;Medicina - Farmacologia Terapêutica - Terapia antibiótica. Antibióticos
LC01284;Medicina - Farmacologia Terapêutica - Quimioterapia
LC01285;Medicina - Farmacologia Terapêutica - Terapia dietética. Livros de receitas dietéticas
LC01286;Medicina - Farmacologia Terapêutica - Prescrição de medicamentos
LC01287;Medicina - Farmacologia Terapêutica - Drogas e suas ações
LC01288;Medicina - Farmacologia Terapêutica - Endocrinoterapia. Organoterapia
LC01289;Medicina - Farmacologia Terapêutica - Imunoterapia. Seroterapia
LC01290;Medicina - Farmacologia Terapêutica - Uso indevido de drogas terapêuticas. Erros de medicação
LC01291;Medicina - Farmacologia Terapêutica - Medicamentos sem receita. Medicamentos patenteados
LC01292;Medicina - Farmacologia Terapêutica - Outros procedimentos terapêuticos
LC01293;Medicina - Farmacologia Terapêutica - Medicina física. Fisioterapia
LC01294;Medicina - Farmacologia Terapêutica - Redação de receitas
LC01295;Medicina - Farmacologia Terapêutica - Tecnologia de reabilitação
LC01296;Medicina - Farmacologia Terapêutica - Terapia de reabilitação
LC01297;Medicina - Farmacologia Terapêutica - Terapia com vitaminas
LC01298;Ciência Militar
LC01299;Ciência Militar - Farmacologia Terapêutica
LC01300;Ciência Militar - Forças aéreas. Guerra aérea
LC01301;Ciência Militar - Forças aéreas. Guerra aérea - Reconhecimento aéreo
LC01302;Ciência Militar - Forças aéreas. Guerra aérea - Bases aéreas
LC01303;Ciência Militar - Forças aéreas. Guerra aérea - Defesas aéreas
LC01304;Ciência Militar - Forças aéreas. Guerra aérea - Educação e treinamento
LC01305;Ciência Militar - Forças aéreas. Guerra aérea - Equipamentos e suprimentos
LC01306;Ciência Militar - Forças aéreas. Guerra aérea - Pesquisa aeronáutica militar
LC01307;Ciência Militar - Forças aéreas. Guerra aérea - Organização. Gestão de pessoal
LC01308;Ciência Militar - Forças aéreas. Guerra aérea - Táticas
LC01309;Ciência Militar - Exércitos: organização
LC01310;Ciência Militar - Exércitos: organização
LC01311;Ciência Militar - Exércitos: organização
LC01312;Ciência Militar - Exércitos: organização
LC01313;Ciência Militar - Exércitos: organização
LC01314;Ciência Militar - Exércitos: organização
LC01315;Ciência Militar - Exércitos: organização
LC01316;Ciência Militar - Exércitos: organização
LC01317;Ciência Militar - Artilharia
LC01318;Ciência Militar - Artilharia - Arsenais
LC01319;Ciência Militar - Artilharia - Instrumentos de artilharia. Controle de fogo
LC01320;Ciência Militar - Artilharia - Balística. Velocidades e movimentos de projéteis
LC01321;Ciência Militar - Artilharia - Artilharia de campanha
LC01322;Ciência Militar - Artilharia - Artilharia de guarnição
LC01323;Ciência Militar - Artilharia - Artilharia de obuses. Baterias de morteiro
LC01324;Ciência Militar - Artilharia - Artilharia e armas pequenas
LC01325;Ciência Militar - Artilharia - Material de artilharia (artilharia adequada)
LC01326;Ciência Militar - Artilharia - Artilharia costeira
LC01327;Ciência Militar - Artilharia - Artilharia de cerco
LC01328;Ciência Militar - Artilharia - Táticas. Manobras. Regulamentos de treino
LC01329;Ciência Militar - Artilharia - Sistemas de armas
LC01330;Ciência Militar - Cavalaria. Armaduras
LC01331;Ciência Militar - Cavalaria. Armaduras - Cavalaria blindada
LC01332;Ciência Militar - Cavalaria. Armaduras - Exercícios de espada de cavalaria
LC01333;Ciência Militar - Cavalaria. Armaduras - Cavalaria
LC01334;Ciência Militar - Cavalaria. Armaduras - Cavalos
LC01335;Ciência Militar - Cavalaria. Armaduras - Táticas. Manobras. Regulamentos de treino
LC01336;Ciência Militar - Infantaria
LC01337;Ciência Militar - Infantaria - Tropas aerotransportadas. Tropas de pára-quedas
LC01338;Ciência Militar - Infantaria - Operações aeromóveis
LC01339;Ciência Militar - Infantaria - Broca baioneta
LC01340;Ciência Militar - Infantaria - Disparando. Tiro de precisão militar
LC01341;Ciência Militar - Infantaria - Manual de armas
LC01342;Ciência Militar - Infantaria - Tropas de montanha
LC01343;Ciência Militar - Infantaria - Infantaria montada
LC01344;Ciência Militar - Infantaria - Tropas de esqui
LC01345;Ciência Militar - Infantaria - Armas pequenas. Espadas
LC01346;Ciência Militar - Infantaria - Táticas. Manobras. Regulamentos de treino
LC01347;Ciência Militar - Manutenção e transporte
LC01348;Ciência Militar - Manutenção e transporte - Quartel. Trimestres. Acampamentos
LC01349;Ciência Militar - Manutenção e transporte - Roupas e equipamentos
LC01350;Ciência Militar - Manutenção e transporte - Equipage. Kits de campo
LC01351;Ciência Militar - Manutenção e transporte - Cavalos. Mulas. Serviço de remontagem
LC01352;Ciência Militar - Manutenção e transporte - Organização do serviço. Por região ou país
LC01353;Ciência Militar - Manutenção e transporte - Subsistência
LC01354;Ciência Militar - Manutenção e transporte - Suprimentos e lojas
LC01355;Ciência Militar - Manutenção e transporte - Transporte
LC01356;Ciência Militar - Administração militar
LC01357;Ciência Militar - Administração militar - Gabinetes dos generais ajudantes
LC01358;Ciência Militar - Administração militar - Departamentos de pessoal civil
LC01359;Ciência Militar - Administração militar - Serviço obrigatório. Conscrição e isenção
LC01360;Ciência Militar - Administração militar - Alistamento
LC01361;Ciência Militar - Administração militar - Furloughs
LC01362;Ciência Militar - Administração militar - Inteligência
LC01363;Ciência Militar - Administração militar - Pensões militares
LC01364;Ciência Militar - Administração militar - Minorias
LC01365;Ciência Militar - Administração militar - Oficiais
LC01366;Ciência Militar - Administração militar - Provisão para veteranos
LC01367;Ciência Militar - Administração militar - Guerra psicológica. Propaganda
LC01368;Ciência Militar - Administração militar - Registros
LC01369;Ciência Militar - Administração militar - Militares aposentados
LC01370;Ciência Militar - Administração militar - sabotar
LC01371;Ciência Militar - Administração militar - Casas de soldados e marinheiros
LC01372;Ciência Militar - Administração militar - Mandatários. Suboficiais
LC01373;Ciência Militar - Astronáutica Militar. Guerra espacial. Vigilância espacial
LC01374;Ciência Militar - Engenharia Militar
LC01375;Ciência Militar - Engenharia Militar - Ataque e defesa. Guerra de cerco
LC01376;Ciência Militar - Engenharia Militar - Pontes
LC01377;Ciência Militar - Engenharia Militar - Engenharia de Campo
LC01378;Ciência Militar - Engenharia Militar - Fortificação
LC01379;Ciência Militar - Engenharia Militar - Minas terrestres
LC01380;Ciência Militar - Engenharia Militar - Iluminação elétrica militar
LC01381;Ciência Militar - Engenharia Militar - Veículos militares
LC01382;Ciência Militar - Engenharia Militar - Sinalização militar
LC01383;Ciência Militar - Engenharia Militar - Levantamento militar
LC01384;Ciência Militar - Engenharia Militar - Telegrafia e telefonia militar
LC01385;Ciência Militar - Engenharia Militar - Táticas e regulamentos
LC01386;Ciência Militar - Engenharia Militar - Tropas técnicas e outros corpos especiais
LC01387;Ciência Militar - Engenharia Militar - Túneis
LC01388;Ciência Militar - Ciência Militar (Geral)
LC01389;Ciência Militar - Ciência Militar (Geral) - Guerra anfíbia
LC01390;Ciência Militar - Ciência Militar (Geral) - Clubes do exército
LC01391;Ciência Militar - Ciência Militar (Geral) - Alcance de artilharia e rifle
LC01392;Ciência Militar - Ciência Militar (Geral) - Guerra atômica. Armas atômicas
LC01393;Ciência Militar - Ciência Militar (Geral) - Táticas de comando
LC01394;Ciência Militar - Ciência Militar (Geral) - Historiografia
LC01395;Ciência Militar - Ciência Militar (Geral) - História de armas e armaduras
LC01396;Ciência Militar - Ciência Militar (Geral) - História da ciência militar
LC01397;Ciência Militar - Ciência Militar (Geral) - Operações conjuntas. Operações combinadas
LC01398;Ciência Militar - Ciência Militar (Geral) - Logística
LC01399;Ciência Militar - Ciência Militar (Geral) - Manobras (braços combinados)
LC01400;Ciência Militar - Ciência Militar (Geral) - Educação e treinamento militar
LC01401;Ciência Militar - Ciência Militar (Geral) - Vida militar
LC01402;Ciência Militar - Ciência Militar (Geral) - Planejamento militar
LC01403;Ciência Militar - Ciência Militar (Geral) - Treinamento físico de soldados
LC01404;Ciência Militar - Ciência Militar (Geral) - Estratégia
LC01405;Ciência Militar - Ciência Militar (Geral) - Táticas
LC01406;Ciência Militar - Ciência Militar (Geral) - Jogos de guerra
LC01407;Ciência Militar - Ciência Militar (Geral) - Guerra. Filosofia. Sociologia militar
LC01408;Ciência Militar - Outros serviços
LC01409;Ciência Militar - Outros serviços - Cuidado de enfermos e feridos. Sociedades de socorro
LC01410;Ciência Militar - Outros serviços - Capelães
LC01411;Ciência Militar - Outros serviços - Serviços médicos e sanitários
LC01412;Ciência Militar - Outros serviços - Higiene e saneamento militar
LC01413;Ciência Militar - Outros serviços - Trabalho social militar. Serviços de assistência social
LC01414;Ciência Militar - Outros serviços - Relações públicas. Pressione. Correspondentes de guerra
LC01415;Ciência Militar - Outros serviços - Serviços recreativos e de informação
LC01416;Música e livros sobre Música
LC01417;Música e livros sobre Música - Outros serviços
LC01418;Música e livros sobre Música - Instrução e estudo
LC01419;Música e livros sobre Música - Instrução e estudo - Administração e instrução de grupos vocais
LC01420;Música e livros sobre Música - Instrução e estudo - Análise e apreciação de obras musicais
LC01421;Música e livros sobre Música - Instrução e estudo - Recursos audiovisuais
LC01422;Música e livros sobre Música - Instrução e estudo - Música da comunidade
LC01423;Música e livros sobre Música - Instrução e estudo - Composição. Elementos e técnicas de música
